,timestamp,length,highest layer,dest_ip,query_len,src_port
1062,1521397336.471157,60,TCP,10.0.2.15,,
1063,1521397336.536457,90,SSH,10.0.2.2,,
1064,1521397336.536658,60,TCP,10.0.2.15,,
1065,1521397336.586785,90,SSH,10.0.2.2,,
1066,1521397336.586999,60,TCP,10.0.2.15,,
1067,1521397336.588077,90,SSH,10.0.2.2,,
1068,1521397336.588225,60,TCP,10.0.2.15,,
1069,1521397336.637381,90,SSH,10.0.2.2,,
1070,1521397336.637612,60,TCP,10.0.2.15,,
1071,1521397336.638329,90,SSH,10.0.2.2,,
1072,1521397336.638497,60,TCP,10.0.2.15,,
1073,1521397336.640685,90,SSH,10.0.2.2,,
1074,1521397336.640846,60,TCP,10.0.2.15,,
1075,1521397336.641636,90,SSH,10.0.2.2,,
1076,1521397336.641838,60,TCP,10.0.2.15,,
1077,1521397336.642648,90,SSH,10.0.2.2,,
1078,1521397336.642813,60,TCP,10.0.2.15,,
1079,1521397336.644047,90,SSH,10.0.2.2,,
1080,1521397336.644195,60,TCP,10.0.2.15,,
1081,1521397336.644491,90,SSH,10.0.2.2,,
1082,1521397336.644627,60,TCP,10.0.2.15,,
1083,1521397336.644818,90,SSH,10.0.2.2,,
1084,1521397336.644963,60,TCP,10.0.2.15,,
1085,1521397336.757429,90,SSH,10.0.2.2,,
1086,1521397336.757645,60,TCP,10.0.2.15,,
1087,1521397336.75768,90,SSH,10.0.2.2,,
1088,1521397336.757758,60,TCP,10.0.2.15,,
1089,1521397336.829701,90,SSH,10.0.2.2,,
1090,1521397336.829909,60,TCP,10.0.2.15,,
1091,1521397336.830058,90,SSH,10.0.2.2,,
1092,1521397336.83019,60,TCP,10.0.2.15,,
1093,1521397336.860271,90,SSH,10.0.2.2,,
1094,1521397336.860479,60,TCP,10.0.2.15,,
1095,1521397336.860569,90,SSH,10.0.2.2,,
1096,1521397336.860701,60,TCP,10.0.2.15,,
1097,1521397336.864348,90,SSH,10.0.2.2,,
1098,1521397336.864515,60,TCP,10.0.2.15,,
1099,1521397336.864659,90,SSH,10.0.2.2,,
1100,1521397336.86476,60,TCP,10.0.2.15,,
1101,1521397336.868481,90,SSH,10.0.2.2,,
1102,1521397336.868647,60,TCP,10.0.2.15,,
1103,1521397336.869207,90,SSH,10.0.2.2,,
1104,1521397336.869347,60,TCP,10.0.2.15,,
1105,1521397336.870267,90,SSH,10.0.2.2,,
1106,1521397336.870422,60,TCP,10.0.2.15,,
1107,1521397336.873994,90,SSH,10.0.2.2,,
1108,1521397336.874178,60,TCP,10.0.2.15,,
1109,1521397336.87477,90,SSH,10.0.2.2,,
1110,1521397336.874908,60,TCP,10.0.2.15,,
1111,1521397336.875958,90,SSH,10.0.2.2,,
1112,1521397336.876124,60,TCP,10.0.2.15,,
1113,1521397336.879051,98,SSH,10.0.2.2,,
1114,1521397336.879277,60,TCP,10.0.2.15,,
1115,1521397336.912018,90,SSH,10.0.2.2,,
1116,1521397336.912253,60,TCP,10.0.2.15,,
1117,1521397336.912375,90,SSH,10.0.2.2,,
1118,1521397336.912512,60,TCP,10.0.2.15,,
1119,1521397336.945012,90,SSH,10.0.2.2,,
1120,1521397336.945211,60,TCP,10.0.2.15,,
1121,1521397336.945294,90,SSH,10.0.2.2,,
1122,1521397336.945452,60,TCP,10.0.2.15,,
1123,1521397336.985127,90,SSH,10.0.2.2,,
1124,1521397336.985337,60,TCP,10.0.2.15,,
1125,1521397336.98612,90,SSH,10.0.2.2,,
1126,1521397336.986269,60,TCP,10.0.2.15,,
1127,1521397336.986847,90,SSH,10.0.2.2,,
1128,1521397336.986979,60,TCP,10.0.2.15,,
1129,1521397336.987784,90,SSH,10.0.2.2,,
1130,1521397336.987998,60,TCP,10.0.2.15,,
1131,1521397336.988565,90,SSH,10.0.2.2,,
1132,1521397336.988726,60,TCP,10.0.2.15,,
1133,1521397336.992133,90,SSH,10.0.2.2,,
1134,1521397336.992298,60,TCP,10.0.2.15,,
1135,1521397336.992621,90,SSH,10.0.2.2,,
1136,1521397336.992785,60,TCP,10.0.2.15,,
1137,1521397336.994373,90,SSH,10.0.2.2,,
1138,1521397336.994533,60,TCP,10.0.2.15,,
1139,1521397337.015916,90,SSH,10.0.2.2,,
1140,1521397337.016111,60,TCP,10.0.2.15,,
1141,1521397337.016905,90,SSH,10.0.2.2,,
1142,1521397337.017081,60,TCP,10.0.2.15,,
1143,1521397337.040011,90,SSH,10.0.2.2,,
1144,1521397337.040222,60,TCP,10.0.2.15,,
1145,1521397337.044019,90,SSH,10.0.2.2,,
1146,1521397337.044181,60,TCP,10.0.2.15,,
1147,1521397337.05684,90,SSH,10.0.2.2,,
1148,1521397337.057081,60,TCP,10.0.2.15,,
1149,1521397337.058074,90,SSH,10.0.2.2,,
1150,1521397337.058232,60,TCP,10.0.2.15,,
1151,1521397337.058849,90,SSH,10.0.2.2,,
1152,1521397337.058997,60,TCP,10.0.2.15,,
1153,1521397337.059514,90,SSH,10.0.2.2,,
1154,1521397337.059687,60,TCP,10.0.2.15,,
1155,1521397337.059949,90,SSH,10.0.2.2,,
1156,1521397337.060092,60,TCP,10.0.2.15,,
1157,1521397337.060887,90,SSH,10.0.2.2,,
1158,1521397337.061024,60,TCP,10.0.2.15,,
1159,1521397337.063743,90,SSH,10.0.2.2,,
1160,1521397337.06403,60,TCP,10.0.2.15,,
1161,1521397337.064871,90,SSH,10.0.2.2,,
1162,1521397337.065276,60,TCP,10.0.2.15,,
1163,1521397337.065392,90,SSH,10.0.2.2,,
1164,1521397337.065529,60,TCP,10.0.2.15,,
1165,1521397337.06609,90,SSH,10.0.2.2,,
1166,1521397337.06624,60,TCP,10.0.2.15,,
1167,1521397337.066889,90,SSH,10.0.2.2,,
1168,1521397337.067031,60,TCP,10.0.2.15,,
1169,1521397337.173727,90,SSH,10.0.2.2,,
1170,1521397337.173979,60,TCP,10.0.2.15,,
1171,1521397337.1764,90,SSH,10.0.2.2,,
1172,1521397337.176637,60,TCP,10.0.2.15,,
1173,1521397337.347895,98,SSH,10.0.2.2,,
1174,1521397337.348079,90,SSH,10.0.2.2,,
1175,1521397337.348131,60,TCP,10.0.2.15,,
1176,1521397337.348139,60,TCP,10.0.2.15,,
1177,1521397337.438368,114,SSH,10.0.2.2,,
1178,1521397337.438598,60,TCP,10.0.2.15,,
1179,1521397337.446021,90,SSH,10.0.2.2,,
1180,1521397337.446295,60,TCP,10.0.2.15,,
1181,1521397337.447838,90,SSH,10.0.2.2,,
1182,1521397337.44878,60,TCP,10.0.2.15,,
1183,1521397337.540178,90,SSH,10.0.2.2,,
1184,1521397337.540397,60,TCP,10.0.2.15,,
1185,1521397337.540608,90,SSH,10.0.2.2,,
1186,1521397337.54077,60,TCP,10.0.2.15,,
1187,1521397337.949038,90,SSH,10.0.2.2,,
1188,1521397337.949164,90,SSH,10.0.2.2,,
1189,1521397337.949269,60,TCP,10.0.2.15,,
1190,1521397337.949276,60,TCP,10.0.2.15,,
1191,1521397337.949389,106,SSH,10.0.2.2,,
1192,1521397337.949474,60,TCP,10.0.2.15,,
1193,1521397337.949785,90,SSH,10.0.2.2,,
1194,1521397337.949917,60,TCP,10.0.2.15,,
1195,1521397337.950388,90,SSH,10.0.2.2,,
1196,1521397337.950527,60,TCP,10.0.2.15,,
1197,1521397337.950604,90,SSH,10.0.2.2,,
1198,1521397337.950684,60,TCP,10.0.2.15,,
1199,1521397337.981692,138,SSH,10.0.2.2,,
1200,1521397337.981858,60,TCP,10.0.2.15,,
1201,1521397337.982011,90,SSH,10.0.2.2,,
1202,1521397337.982133,60,TCP,10.0.2.15,,
1203,1521397337.994113,242,SSH,10.0.2.2,,
1204,1521397337.994361,60,TCP,10.0.2.15,,
1205,1521397337.996311,90,SSH,10.0.2.2,,
1206,1521397337.996494,60,TCP,10.0.2.15,,
1207,1521397338.473409,90,SSH,10.0.2.15,,
1208,1521397338.473674,98,SSH,10.0.2.2,,
1209,1521397338.473827,60,TCP,10.0.2.15,,
1210,1521397339.320912,90,SSH,10.0.2.15,,
1211,1521397339.322019,90,SSH,10.0.2.2,,
1212,1521397339.32219,60,TCP,10.0.2.15,,
1213,1521397339.336317,98,SSH,10.0.2.2,,
1214,1521397339.336464,90,SSH,10.0.2.2,,
1215,1521397339.336523,60,TCP,10.0.2.15,,
1216,1521397339.336529,60,TCP,10.0.2.15,,
1217,1521397339.336779,106,SSH,10.0.2.2,,
1218,1521397339.336871,90,SSH,10.0.2.2,,
1219,1521397339.336919,60,TCP,10.0.2.15,,
1220,1521397339.337048,60,TCP,10.0.2.15,,
1221,1521397339.337089,114,SSH,10.0.2.2,,
1222,1521397339.337224,60,TCP,10.0.2.15,,
1223,1521397339.337331,90,SSH,10.0.2.2,,
1224,1521397339.337468,60,TCP,10.0.2.15,,
1225,1521397339.337589,98,SSH,10.0.2.2,,
1226,1521397339.33772,60,TCP,10.0.2.15,,
1227,1521397339.33779,90,SSH,10.0.2.2,,
1228,1521397339.337879,60,TCP,10.0.2.15,,
1229,1521397339.338002,80,DNS,162.212.156.148,20,43917
1230,1521397339.353212,109,DNS,10.0.2.15,20,53
1231,1521397339.353387,101,DNS,162.212.156.148,41,43917
1232,1521397339.353548,146,SSH,10.0.2.2,,
1233,1521397339.353694,60,TCP,10.0.2.15,,
1234,1521397339.366759,155,DNS,10.0.2.15,41,53
1235,1521397339.367569,106,SSH,10.0.2.2,,
1236,1521397339.367693,60,TCP,10.0.2.15,,
1237,1521397339.368756,98,SSH,10.0.2.2,,
1238,1521397339.36895,60,TCP,10.0.2.15,,
1239,1521397339.369018,90,SSH,10.0.2.2,,
1240,1521397339.369102,60,TCP,10.0.2.15,,
1241,1521397339.370217,106,SSH,10.0.2.2,,
1242,1521397339.370398,60,TCP,10.0.2.15,,
1243,1521397339.371989,86,DNS,162.212.156.148,15,43917
1244,1521397339.372157,106,SSH,10.0.2.2,,
1245,1521397339.37233,60,TCP,10.0.2.15,,
1246,1521397339.386101,166,DNS,10.0.2.15,15,53
1247,1521397339.386174,121,DNS,162.212.156.148,50,43917
1248,1521397339.386325,106,SSH,10.0.2.2,,
1249,1521397339.386479,60,TCP,10.0.2.15,,
1250,1521397339.401144,192,DNS,10.0.2.15,50,53
1251,1521397339.401242,130,DNS,162.212.156.148,59,43917
1252,1521397339.41555,215,DNS,10.0.2.15,59,53
1253,1521397339.415643,136,DNS,162.212.156.148,65,43917
1254,1521397339.429439,231,DNS,10.0.2.15,65,53
1255,1521397339.4295,116,DNS,162.212.156.148,45,43917
1256,1521397339.443212,179,DNS,10.0.2.15,45,53
1257,1521397339.443313,132,DNS,162.212.156.148,61,43917
1258,1521397339.484856,220,DNS,10.0.2.15,61,53
1259,1521397339.484945,86,DNS,162.212.156.148,15,43917
1260,1521397339.485079,114,SSH,10.0.2.2,,
1261,1521397339.485226,60,TCP,10.0.2.15,,
1262,1521397339.497921,101,DNS,10.0.2.15,15,53
1263,1521397339.497996,86,DNS,162.212.156.148,15,43917
1264,1521397339.498153,130,SSH,10.0.2.2,,
1265,1521397339.498305,60,TCP,10.0.2.15,,
1266,1521397339.512588,153,DNS,10.0.2.15,15,53
1267,1521397339.51265,86,DNS,162.212.156.148,15,43917
1268,1521397339.526741,144,DNS,10.0.2.15,15,53
1269,1521397339.526802,86,DNS,162.212.156.148,15,43917
1270,1521397339.541733,137,DNS,10.0.2.15,15,53
1271,1521397339.541801,86,DNS,162.212.156.148,15,43917
1272,1521397339.541919,98,SSH,10.0.2.2,,
1273,1521397339.542016,60,TCP,10.0.2.15,,
1274,1521397339.57833,92,DNS,10.0.2.15,15,53
1275,1521397339.578404,86,DNS,162.212.156.148,15,43917
1276,1521397339.578583,114,SSH,10.0.2.2,,
1277,1521397339.578738,60,TCP,10.0.2.15,,
1278,1521397339.592399,93,DNS,10.0.2.15,15,53
1279,1521397339.592468,89,DNS,162.212.156.148,18,43917
1280,1521397339.592593,122,SSH,10.0.2.2,,
1281,1521397339.592765,60,TCP,10.0.2.15,,
1282,1521397339.606479,94,DNS,10.0.2.15,18,53
1283,1521397339.606598,122,SSH,10.0.2.2,,
1284,1521397339.606732,60,TCP,10.0.2.15,,
1285,1521397339.608921,88,DNS,162.212.156.148,17,43917
1286,1521397340.60993,88,DNS,162.212.156.148,17,43917
1287,1521397340.625564,93,DNS,10.0.2.15,17,53
1288,1521397341.627916,88,DNS,162.212.156.148,17,43917
1289,1521397341.645197,93,DNS,10.0.2.15,17,53
1290,1521397341.721634,90,SSH,10.0.2.15,,
1291,1521397341.721844,90,SSH,10.0.2.2,,
1292,1521397341.721975,60,TCP,10.0.2.15,,
1293,1521397341.769305,90,SSH,10.0.2.15,,
1294,1521397341.769474,90,SSH,10.0.2.2,,
1295,1521397341.769621,60,TCP,10.0.2.15,,
1296,1521397341.865922,90,SSH,10.0.2.15,,
1297,1521397341.866115,90,SSH,10.0.2.2,,
1298,1521397341.866261,60,TCP,10.0.2.15,,
1299,1521397341.966391,90,SSH,10.0.2.15,,
1300,1521397341.966577,90,SSH,10.0.2.2,,
1301,1521397341.966751,60,TCP,10.0.2.15,,
1302,1521397342.073317,90,SSH,10.0.2.15,,
1303,1521397342.073493,90,SSH,10.0.2.2,,
1304,1521397342.07364,60,TCP,10.0.2.15,,
1305,1521397342.233421,90,SSH,10.0.2.15,,
1306,1521397342.233603,90,SSH,10.0.2.2,,
1307,1521397342.233737,60,TCP,10.0.2.15,,
1308,1521397342.28229,90,SSH,10.0.2.15,,
1309,1521397342.28251,90,SSH,10.0.2.2,,
1310,1521397342.282663,60,TCP,10.0.2.15,,
1311,1521397342.521459,90,SSH,10.0.2.15,,
1312,1521397342.521641,90,SSH,10.0.2.2,,
1313,1521397342.521778,60,TCP,10.0.2.15,,
1314,1521397342.646505,88,DNS,162.212.156.148,17,43917
1315,1521397342.659937,93,DNS,10.0.2.15,17,53
1316,1521397342.745568,90,SSH,10.0.2.15,,
1317,1521397342.745768,90,SSH,10.0.2.2,,
1318,1521397342.74592,60,TCP,10.0.2.15,,
1319,1521397342.969393,90,SSH,10.0.2.15,,
1320,1521397342.969569,90,SSH,10.0.2.2,,
1321,1521397342.969734,60,TCP,10.0.2.15,,
1322,1521397343.161478,90,SSH,10.0.2.15,,
1323,1521397343.161651,90,SSH,10.0.2.2,,
1324,1521397343.161786,60,TCP,10.0.2.15,,
1325,1521397343.385561,90,SSH,10.0.2.15,,
1326,1521397343.385762,90,SSH,10.0.2.2,,
1327,1521397343.385908,60,TCP,10.0.2.15,,
1328,1521397343.470451,90,SSH,10.0.2.15,,
1329,1521397343.470619,90,SSH,10.0.2.2,,
1330,1521397343.470751,60,TCP,10.0.2.15,,
1331,1521397343.640797,90,SSH,10.0.2.15,,
1332,1521397343.641788,90,SSH,10.0.2.2,,
1333,1521397343.641953,60,TCP,10.0.2.15,,
1334,1521397343.643498,190,DNS,162.212.156.148,119,43917
1335,1521397343.643726,98,SSH,10.0.2.2,,
1336,1521397343.643891,60,TCP,10.0.2.15,,
1337,1521397343.658903,184,DNS,10.0.2.15,17,53
1338,1521397343.659091,106,SSH,10.0.2.2,,
1339,1521397343.659227,60,TCP,10.0.2.15,,
1340,1521397343.665528,88,DNS,162.212.156.148,17,43917
1341,1521397343.681949,195,DNS,10.0.2.15,119,53
1342,1521397344.64774,190,DNS,162.212.156.148,119,43917
1343,1521397344.665341,90,SSH,10.0.2.15,,
1344,1521397344.665488,90,SSH,10.0.2.2,,
1345,1521397344.665617,60,TCP,10.0.2.15,,
1346,1521397344.666198,122,SSH,10.0.2.2,,
1347,1521397344.666395,60,TCP,10.0.2.15,,
1348,1521397344.67802,184,DNS,10.0.2.15,17,53
1349,1521397344.683222,88,DNS,162.212.156.148,17,43917
1350,1521397344.697177,195,DNS,10.0.2.15,119,53
1351,1521397345.144884,90,SSH,10.0.2.15,,
1352,1521397345.1451,90,SSH,10.0.2.2,,
1353,1521397345.145241,60,TCP,10.0.2.15,,
1354,1521397345.321045,90,SSH,10.0.2.15,,
1355,1521397345.321377,98,SSH,10.0.2.2,,
1356,1521397345.32155,60,TCP,10.0.2.15,,
1357,1521397345.697371,88,DNS,162.212.156.148,17,43917
1358,1521397345.711379,93,DNS,10.0.2.15,17,53
1359,1521397346.040957,90,SSH,10.0.2.15,,
1360,1521397346.041195,114,SSH,10.0.2.2,,
1361,1521397346.041332,60,TCP,10.0.2.15,,
1362,1521397346.568889,90,SSH,10.0.2.15,,
1363,1521397346.569124,98,SSH,10.0.2.2,,
1364,1521397346.569304,60,TCP,10.0.2.15,,
1365,1521397346.714688,88,DNS,162.212.156.148,17,43917
1366,1521397346.728545,93,DNS,10.0.2.15,17,53
1367,1521397346.987198,90,SSH,10.0.2.15,,
1368,1521397346.987439,98,SSH,10.0.2.2,,
1369,1521397346.987616,60,TCP,10.0.2.15,,
1370,1521397347.336959,90,SSH,10.0.2.15,,
1371,1521397347.33719,98,SSH,10.0.2.2,,
1372,1521397347.337327,60,TCP,10.0.2.15,,
1373,1521397347.728717,88,DNS,162.212.156.148,17,43917
1374,1521397347.743838,93,DNS,10.0.2.15,17,53
1375,1521397348.072834,90,SSH,10.0.2.15,,
1376,1521397348.074414,90,SSH,10.0.2.2,,
1377,1521397348.074655,60,TCP,10.0.2.15,,
1378,1521397348.086286,162,DNS,162.212.156.148,91,43917
1379,1521397348.100762,163,DNS,10.0.2.15,17,53
1380,1521397348.100927,157,DNS,162.212.156.148,86,43917
1381,1521397348.145498,266,DNS,10.0.2.15,91,53
1382,1521397348.145709,200,DNS,162.212.156.148,129,43917
1383,1521397348.173869,224,DNS,10.0.2.15,86,53
1384,1521397348.174025,157,DNS,162.212.156.148,86,43917
1385,1521397348.187541,546,DNS,10.0.2.15,129,53
1386,1521397348.187729,324,DNS,162.212.156.148,253,43917
1387,1521397348.204008,162,DNS,10.0.2.15,86,53
1388,1521397348.204078,303,DNS,162.212.156.148,232,43917
1389,1521397348.238939,329,DNS,10.0.2.15,253,53
1390,1521397348.239095,247,DNS,162.212.156.148,176,43917
1391,1521397348.254338,371,DNS,10.0.2.15,232,53
1392,1521397348.254518,210,DNS,162.212.156.148,139,43917
1393,1521397348.276263,629,DNS,10.0.2.15,176,53
1394,1521397348.278426,168,DNS,162.212.156.148,97,43917
1395,1521397348.278683,114,SSH,10.0.2.2,,
1396,1521397348.278855,60,TCP,10.0.2.15,,
1397,1521397348.279002,90,SSH,10.0.2.15,,
1398,1521397348.282312,90,SSH,10.0.2.2,,
1399,1521397348.282501,60,TCP,10.0.2.15,,
1400,1521397348.282703,98,SSH,10.0.2.15,,
1401,1521397348.31237,215,DNS,10.0.2.15,139,53
1402,1521397348.319948,54,TCP,10.0.2.2,,
1403,1521397348.331515,235,DNS,10.0.2.15,97,53
1404,1521397348.331614,88,DNS,162.212.156.148,17,43917
1405,1521397348.331819,211,DNS,162.212.156.148,140,43917
1406,1521397348.346535,155,DNS,10.0.2.15,17,53
1407,1521397348.349258,324,DNS,10.0.2.15,140,53
1408,1521397348.349331,88,DNS,162.212.156.148,17,43917
1409,1521397348.349519,233,DNS,162.212.156.148,162,43917
1410,1521397348.36505,210,DNS,10.0.2.15,17,53
1411,1521397348.365295,324,DNS,162.212.156.148,253,43917
1412,1521397348.37897,238,DNS,10.0.2.15,162,53
1413,1521397348.379033,324,DNS,162.212.156.148,253,43917
1414,1521397348.392901,329,DNS,10.0.2.15,253,53
1415,1521397348.392968,324,DNS,162.212.156.148,253,43917
1416,1521397348.408111,329,DNS,10.0.2.15,253,53
1417,1521397348.408174,178,DNS,162.212.156.148,107,43917
1418,1521397348.424489,986,DNS,10.0.2.15,253,53
1419,1521397348.424677,90,SSH,10.0.2.2,,
1420,1521397348.424813,60,TCP,10.0.2.15,,
1421,1521397348.42502,738,SSH,10.0.2.2,,
1422,1521397348.425134,60,TCP,10.0.2.15,,
1423,1521397348.431435,88,DNS,162.212.156.148,17,43917
1424,1521397348.437199,634,SSH,10.0.2.15,,
1425,1521397348.437209,54,TCP,10.0.2.2,,
1426,1521397348.43756,324,DNS,162.212.156.148,253,43917
1427,1521397348.445981,183,DNS,10.0.2.15,107,53
1428,1521397348.454357,93,DNS,10.0.2.15,17,53
1429,1521397348.454425,324,DNS,162.212.156.148,253,43917
1430,1521397348.48102,329,DNS,10.0.2.15,253,53
1431,1521397348.481083,324,DNS,162.212.156.148,253,43917
1432,1521397348.500267,329,DNS,10.0.2.15,253,53
1433,1521397348.500327,324,DNS,162.212.156.148,253,43917
1434,1521397348.514024,329,DNS,10.0.2.15,253,53
1435,1521397348.514079,324,DNS,162.212.156.148,253,43917
1436,1521397348.527507,329,DNS,10.0.2.15,253,53
1437,1521397348.527573,225,DNS,162.212.156.148,154,43917
1438,1521397348.56213,329,DNS,10.0.2.15,253,53
1439,1521397348.562305,263,DNS,162.212.156.148,192,43917
1440,1521397348.579156,293,DNS,10.0.2.15,154,53
1441,1521397348.584273,263,DNS,162.212.156.148,192,43917
1442,1521397348.589322,330,DNS,10.0.2.15,192,53
1443,1521397348.589485,263,DNS,162.212.156.148,192,43917
1444,1521397348.598097,360,DNS,10.0.2.15,192,53
1445,1521397348.603985,263,DNS,162.212.156.148,192,43917
1446,1521397348.604122,338,DNS,10.0.2.15,192,53
1447,1521397348.604304,293,DNS,162.212.156.148,222,43917
1448,1521397348.620448,268,DNS,10.0.2.15,192,53
1449,1521397348.620458,360,DNS,10.0.2.15,222,53
1450,1521397348.625642,88,DNS,162.212.156.148,17,43917
1451,1521397348.716842,1104,DNS,10.0.2.15,17,53
1452,1521397348.726956,88,DNS,162.212.156.148,17,43917
1453,1521397348.756997,157,DNS,162.212.156.148,86,43917
1454,1521397348.770891,202,DNS,10.0.2.15,17,53
1455,1521397348.771047,157,DNS,162.212.156.148,86,43917
1456,1521397348.805585,162,DNS,10.0.2.15,86,53
1457,1521397348.805748,324,DNS,162.212.156.148,253,43917
1458,1521397348.831709,162,DNS,10.0.2.15,86,53
1459,1521397348.831778,231,DNS,162.212.156.148,160,43917
1460,1521397348.849296,391,DNS,10.0.2.15,253,53
1461,1521397348.849307,373,DNS,10.0.2.15,160,53
1462,1521397348.849439,88,DNS,162.212.156.148,17,43917
1463,1521397348.862818,193,DNS,10.0.2.15,17,53
1464,1521397348.863087,157,DNS,162.212.156.148,86,43917
1465,1521397348.901016,162,DNS,10.0.2.15,86,53
1466,1521397348.901164,233,DNS,162.212.156.148,162,43917
1467,1521397348.918188,338,DNS,10.0.2.15,162,53
1468,1521397348.920148,239,DNS,162.212.156.148,168,43917
1469,1521397348.935589,344,DNS,10.0.2.15,168,53
1470,1521397348.936029,324,DNS,162.212.156.148,253,43917
1471,1521397348.93628,162,SSH,10.0.2.2,,
1472,1521397348.936446,60,TCP,10.0.2.15,,
1473,1521397348.95142,329,DNS,10.0.2.15,253,53
1474,1521397348.951533,324,DNS,162.212.156.148,253,43917
1475,1521397348.970483,329,DNS,10.0.2.15,253,53
1476,1521397348.970544,324,DNS,162.212.156.148,253,43917
1477,1521397348.991912,329,DNS,10.0.2.15,253,53
1478,1521397348.991979,324,DNS,162.212.156.148,253,43917
1479,1521397349.008918,329,DNS,10.0.2.15,253,53
1480,1521397349.009004,324,DNS,162.212.156.148,253,43917
1481,1521397349.023698,329,DNS,10.0.2.15,253,53
1482,1521397349.023758,225,DNS,162.212.156.148,154,43917
1483,1521397349.059817,230,DNS,10.0.2.15,154,53
1484,1521397349.060028,324,DNS,162.212.156.148,253,43917
1485,1521397349.075101,329,DNS,10.0.2.15,253,53
1486,1521397349.075161,324,DNS,162.212.156.148,253,43917
1487,1521397349.088734,391,DNS,10.0.2.15,253,53
1488,1521397349.088806,324,DNS,162.212.156.148,253,43917
1489,1521397349.103154,329,DNS,10.0.2.15,253,53
1490,1521397349.103219,324,DNS,162.212.156.148,253,43917
1491,1521397349.121036,329,DNS,10.0.2.15,253,53
1492,1521397349.121142,137,DNS,162.212.156.148,66,43917
1493,1521397349.148294,204,DNS,10.0.2.15,66,53
1494,1521397349.148487,324,DNS,162.212.156.148,253,43917
1495,1521397349.16257,429,DNS,10.0.2.15,253,53
1496,1521397349.162793,324,DNS,162.212.156.148,253,43917
1497,1521397349.177685,329,DNS,10.0.2.15,253,53
1498,1521397349.177744,324,DNS,162.212.156.148,253,43917
1499,1521397349.194071,329,DNS,10.0.2.15,253,53
1500,1521397349.194144,324,DNS,162.212.156.148,253,43917
1501,1521397349.20915,329,DNS,10.0.2.15,253,53
1502,1521397349.209206,137,DNS,162.212.156.148,66,43917
1503,1521397349.226241,214,DNS,10.0.2.15,66,53
1504,1521397349.226406,220,DNS,162.212.156.148,149,43917
1505,1521397349.241056,287,DNS,10.0.2.15,149,53
1506,1521397349.246796,88,DNS,162.212.156.148,17,43917
1507,1521397349.261469,194,DNS,10.0.2.15,17,53
1508,1521397349.26173,223,DNS,162.212.156.148,152,43917
1509,1521397349.277689,328,DNS,10.0.2.15,152,53
1510,1521397349.278069,98,SSH,10.0.2.2,,
1511,1521397349.278225,60,TCP,10.0.2.15,,
1512,1521397349.279812,324,DNS,162.212.156.148,253,43917
1513,1521397349.28004,106,SSH,10.0.2.2,,
1514,1521397349.280235,60,TCP,10.0.2.15,,
1515,1521397349.294876,329,DNS,10.0.2.15,253,53
1516,1521397349.294947,324,DNS,162.212.156.148,253,43917
1517,1521397349.312111,329,DNS,10.0.2.15,253,53
1518,1521397349.312212,324,DNS,162.212.156.148,253,43917
1519,1521397349.3263,329,DNS,10.0.2.15,253,53
1520,1521397349.326361,324,DNS,162.212.156.148,253,43917
1521,1521397349.340842,329,DNS,10.0.2.15,253,53
1522,1521397349.340899,116,DNS,162.212.156.148,45,43917
1523,1521397349.356012,221,DNS,10.0.2.15,45,53
1524,1521397349.356327,221,DNS,162.212.156.148,150,43917
1525,1521397349.370574,327,DNS,10.0.2.15,150,53
1526,1521397349.37086,220,DNS,162.212.156.148,149,43917
1527,1521397349.388091,325,DNS,10.0.2.15,149,53
1528,1521397349.390889,223,DNS,162.212.156.148,152,43917
1529,1521397349.406486,328,DNS,10.0.2.15,152,53
1530,1521397349.406744,221,DNS,162.212.156.148,150,43917
1531,1521397349.421722,326,DNS,10.0.2.15,150,53
1532,1521397349.421969,98,SSH,10.0.2.2,,
1533,1521397349.422089,60,TCP,10.0.2.15,,
1534,1521397349.422706,242,DNS,162.212.156.148,171,43917
1535,1521397349.422855,98,SSH,10.0.2.2,,
1536,1521397349.423012,60,TCP,10.0.2.15,,
1537,1521397349.439535,348,DNS,10.0.2.15,171,53
1538,1521397349.440217,202,DNS,162.212.156.148,131,43917
1539,1521397349.455734,307,DNS,10.0.2.15,131,53
1540,1521397349.456261,202,DNS,162.212.156.148,131,43917
1541,1521397349.472757,306,DNS,10.0.2.15,131,53
1542,1521397349.47303,223,DNS,162.212.156.148,152,43917
1543,1521397349.494351,328,DNS,10.0.2.15,152,53
1544,1521397349.495333,223,DNS,162.212.156.148,152,43917
1545,1521397349.52186,328,DNS,10.0.2.15,152,53
1546,1521397349.522088,98,SSH,10.0.2.2,,
1547,1521397349.522209,60,TCP,10.0.2.15,,
1548,1521397349.522744,251,DNS,162.212.156.148,180,43917
1549,1521397349.522935,98,SSH,10.0.2.2,,
1550,1521397349.52307,60,TCP,10.0.2.15,,
1551,1521397349.543693,356,DNS,10.0.2.15,180,53
1552,1521397349.543933,203,DNS,162.212.156.148,132,43917
1553,1521397349.55814,308,DNS,10.0.2.15,132,53
1554,1521397349.558403,221,DNS,162.212.156.148,150,43917
1555,1521397349.578479,327,DNS,10.0.2.15,150,53
1556,1521397349.578745,203,DNS,162.212.156.148,132,43917
1557,1521397349.594127,308,DNS,10.0.2.15,132,53
1558,1521397349.594609,203,DNS,162.212.156.148,132,43917
1559,1521397349.60863,309,DNS,10.0.2.15,132,53
